"Town","FIPS","Year","Measure Type","Variable","Value"
"Deep River","0900719130","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",6813577
"Derby","0900919550","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",15299159
"Durham","0900720810","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",11903971
"Eastford","0901521860","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",2177481
"East Granby","0900322070","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",9071662
"East Haddam","0900722280","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",13021224
"East Hampton","0900722490","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",16017655
"East Hartford","0900322630","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",78235500
"East Haven","0900922910","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",37747497
"East Lyme","0901123400","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",26144038
"Easton","0900123890","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",19862886
"East Windsor","0900324800","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",14865522
"Ellington","0901325360","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",17423358
"Enfield","0900325990","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",55837413
"Essex","0900726270","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",10639954
"Fairfield","0900126620","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",123558000
"Farmington","0900327600","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",46452649
"Franklin","0901129910","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",3009251
"Glastonbury","0900331240","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",67501290
"Goshen","0900532290","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",5262190
"Granby","0900332640","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",18924117
"Greenwich","0900133620","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",186891136
"Griswold","0901133900","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",9091629
"Groton","0901134250","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",43277381
"Guilford","0900934950","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",43058135
"Haddam","0900735230","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",15703654
"Hamden","0900935650","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",85761644
"Hampton","0901536000","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",2790539
"Hartford","0900337070","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",165083160
"Hartland","0900337140","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",2811852
"Harwinton","0900537280","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",8953957
"Hebron","0901337910","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",13062281
"Kent","0900540290","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",5485129
"Killingly","0901540500","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",11681825
"Killingworth","0900740710","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",10349237
"Lebanon","0901142390","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",7664716
"Ledyard","0901142600","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",19260448
"Lisbon","0901143230","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",2924166
"Litchfield","0900543370","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",14916571
"Lyme","0901144210","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",4340970
"Madison","0900944560","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",36822552
"Manchester","0900344700","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",77930109
"Mansfield","0901344910","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",13552260
"Marlborough","0900345820","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",9352550
"Meriden","0900946520","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",78320908
"Middlebury","0900946940","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",15890559
"Middlefield","0900747080","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",7131751
"Middletown","0900747360","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",62680000
"Milford","0900947535","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",97214504
"Monroe","0900148620","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",36509004
"Montville","0901148900","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",21262681
"Morris","0900549460","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",4791265
"Naugatuck","0900949950","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",34521030
"New Britain","0900350440","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",74902732
"New Canaan","0900150580","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",62035402
"New Fairfield","0900150860","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",26550021
"New Hartford","0900551350","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",11153451
"New Haven","0900952070","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",127776724
"Newington","0900352140","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",46864940
"New London","0901152350","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",27107945
"New Milford","0900552630","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",43886415
"Newtown","0900152980","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",51246103
"Norfolk","0900553470","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",3779490
"North Branford","0900953890","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",19824517
"North Canaan","0900554030","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",4439421
"North Haven","0900954870","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",47858594
"North Stonington","0901155500","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",8488635
"Norwalk","0900156060","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",166944785
"Norwich","0901156270","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",38418703
"Old Lyme","0901157040","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",18063484
"Old Saybrook","0900757320","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",20807876
"Orange","0900957600","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",31755327
"Oxford","0900958300","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",16572120
"Plainfield","0901559980","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",12508414
"Plainville","0900360120","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",26635068
"Plymouth","0900560750","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",16308977
"Pomfret","0901561030","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",4112003
"Portland","0900761800","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",14627719
"Preston","0901162150","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",4379538
"Prospect","0900962290","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",11774350
"Putnam","0901562710","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",5349436
"Redding","0900163480","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",23641063
"Ridgefield","0900163970","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",59975066
"Rocky Hill","0900365370","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",30876807
"Roxbury","0900565930","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",5596033
"Salem","0901166210","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",5896724
"Salisbury","0900566420","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",7832742
"Scotland","0901567400","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",2094443
"Seymour","0900967610","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",19299038
"Sharon","0900567960","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",5604715
"Shelton","0900168170","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",59971534
"Sherman","0900168310","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",6779936
"Simsbury","0900368940","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",51066897
"Somers","0901369220","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",10841878
"Southbury","0900969640","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",33700523
"Southington","0900370550","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",55877659
"South Windsor","0900371390","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",47276162
"Sprague","0901171670","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",3003699
"Stafford","0901372090","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",12669242
"Stamford","0900173070","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",255724838
"Sterling","0901573420","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",2707342
"Stonington","0901173770","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",31229552
"Stratford","0900174190","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",93736863
"Suffield","0900374540","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",18988820
"Thomaston","0900575730","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",10904055
"Thompson","0901575870","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",7267756
"Tolland","0901376290","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",20244959
"Torrington","0900576570","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",48465969
"Trumbull","0900177200","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",75110564
"Union","0901377830","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",1034794
"Vernon","0901378250","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",35316170
"Voluntown","0901178600","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",2533888
"Wallingford","0900978740","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",63600566
"Warren","0900579510","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",2579875
"Washington","0900579720","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",8864741
"Waterbury","0900980070","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",135396000
"Waterford","0901180280","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",52547786
"Watertown","0900580490","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",26946843
"Westbrook","0900781680","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",12022193
"West Hartford","0900382590","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",122520000
"West Haven","0900982870","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",62413440
"Weston","0900183430","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",35490546
"Westport","0900183500","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",86337790
"Wethersfield","0900384900","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",43888573
"Willington","0901385950","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",7116435
"Wilton","0900186370","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",54021354
"Winchester","0900586440","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",14299040
"Windham","0901586790","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",18093543
"Windsor","0900387000","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",49311069
"Windsor Locks","0900387070","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",19788959
"Wolcott","0900987560","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",20723921
"Woodbridge","0900987700","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",24877568
"Woodbury","0900587910","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",15964849
"Woodstock","0901588190","SFY 2000-2001","Number","Current Year Adjusted Taxes Collectible",8552557
"Andover","0901301080","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1278
"Ansonia","0900901220","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",992
"Ashford","0901501430","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1186
"Avon","0900302060","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2292
"Barkhamsted","0900502760","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1614
"Beacon Falls","0900903250","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1008
"Berlin","0900304300","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1977
"Bethany","0900904580","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1921
"Bethel","0900104720","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1716
"Bethlehem","0900504930","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1514
"Bloomfield","0900305910","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2044
"Bolton","0901306260","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1571
"Bozrah","0901106820","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1169
"Branford","0900907310","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1863
"Bridgeport","0900108070","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1151
"Bridgewater","0900508210","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2384
"Bristol","0900308490","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1147
"Brookfield","0900108980","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1920
"Brooklyn","0901509190","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",880
"Burlington","0900310100","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1633
"Canaan","0900510940","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2496
"Canterbury","0901512130","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1042
"Canton","0900312270","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1807
"Chaplin","0901513810","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1062
"Cheshire","0900914160","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1833
"Chester","0900714300","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1681
"Clinton","0900715350","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1733
"Colchester","0901115910","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1258
"Colebrook","0900516050","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2147
"Columbia","0901316400","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1507
"Cornwall","0900517240","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2452
"Coventry","0901317800","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1203
"Cromwell","0900718080","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1519
"Danbury","0900118500","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1373
"Darien","0900118850","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2725
"Deep River","0900719130","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1526
"Derby","0900919550","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1214
"Durham","0900720810","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1776
"Eastford","0901521860","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1421
"East Granby","0900322070","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1859
"East Haddam","0900722280","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1547
"East Hampton","0900722490","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1407
"East Hartford","0900322630","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1573
"East Haven","0900922910","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1350
"East Lyme","0901123400","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1478
"Easton","0900123890","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2655
"East Windsor","0900324800","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1493
"Ellington","0901325360","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1325
"Enfield","0900325990","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1241
"Essex","0900726270","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1627
"Fairfield","0900126620","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2129
"Farmington","0900327600","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1938
"Franklin","0901129910","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1602
"Glastonbury","0900331240","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2046
"Goshen","0900532290","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1928
"Granby","0900332640","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1765
"Greenwich","0900133620","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",3034
"Griswold","0901133900","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",845
"Groton","0901134250","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1103
"Guilford","0900934950","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1977
"Haddam","0900735230","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2147
"Hamden","0900935650","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1521
"Hampton","0901536000","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1660
"Hartford","0900337070","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1333
"Hartland","0900337140","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1411
"Harwinton","0900537280","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1661
"Hebron","0901337910","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1447
"Kent","0900540290","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1887
"Killingly","0901540500","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",714
"Killingworth","0900740710","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1648
"Lebanon","0901142390","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1115
"Ledyard","0901142600","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1285
"Lisbon","0901143230","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",701
"Litchfield","0900543370","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1781
"Lyme","0901144210","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2122
"Madison","0900944560","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2014
"Manchester","0900344700","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1425
"Mansfield","0901344910","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",636
"Marlborough","0900345820","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1595
"Meriden","0900946520","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1387
"Middlebury","0900946940","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2403
"Middlefield","0900747080","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1650
"Middletown","0900747360","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1374
"Milford","0900947535","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1862
"Monroe","0900148620","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1877
"Montville","0901148900","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1115
"Morris","0900549460","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2039
"Naugatuck","0900949950","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1112
"New Britain","0900350440","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1045
"New Canaan","0900150580","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",3120
"New Fairfield","0900150860","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1852
"New Hartford","0900551350","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1798
"New Haven","0900952070","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1022
"Newington","0900352140","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1597
"New London","0901152350","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1057
"New Milford","0900552630","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1584
"Newtown","0900152980","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2021
"Norfolk","0900553470","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2122
"North Branford","0900953890","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1431
"North Canaan","0900554030","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1378
"North Haven","0900954870","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2030
"North Stonington","0901155500","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1682
"Norwalk","0900156060","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2021
"Norwich","0901156270","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1059
"Old Lyme","0901157040","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2415
"Old Saybrook","0900757320","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1978
"Orange","0900957600","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2357
"Oxford","0900958300","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1629
"Plainfield","0901559980","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",851
"Plainville","0900360120","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1536
"Plymouth","0900560750","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1392
"Pomfret","0901561030","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1072
"Portland","0900761800","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1574
"Preston","0901162150","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",923
"Prospect","0900962290","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1303
"Putnam","0901562710","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",584
"Redding","0900163480","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2802
"Ridgefield","0900163970","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2475
"Rocky Hill","0900365370","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1746
"Roxbury","0900565930","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2544
"Salem","0901166210","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1520
"Salisbury","0900566420","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2078
"Scotland","0901567400","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1308
"Seymour","0900967610","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1245
"Sharon","0900567960","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1923
"Shelton","0900168170","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1601
"Sherman","0900168310","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1769
"Simsbury","0900368940","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",2151
"Somers","0901369220","SFY 2000-2001","Number","Current Year Adjusted Tax Levy per Capita",1032
